iata,icao,name,city,country,lat,lon
EJH,OEWJ,Al Wajh Domestic Airport,Al Wajh,SA,26.198601,36.476398
YNB,OEYN,Prince Abdulmohsen Bin Abdulaziz International Airport,Yanbu,SA,24.144199,38.063400
ABD,OIAA,Abadan Ayatollah Jami International Airport,Abadan,IR,30.367887,48.230075
DEF,OIAD,Dezful Airport,Dezful,IR,32.434399,48.397598
AKW,OIAG,Aghajari Airport,Omidiyeh,IR,30.744400,49.677200
GCH,OIAH,Gachsaran Airport,Gachsaran,IR,30.333869,50.833796
QMJ,OIAI,Shahid Asiyaee Airport,Masjed Soleyman,IR,32.001719,49.268599
MRX,OIAM,Mahshahr Airport,Mahshahr,IR,30.556200,49.151901
AWZ,OIAW,Qasem Soleimani International Airport,Ahvaz,IR,31.336400,48.763789
AEU,OIBA,Abu Musa Island Airport,Abu Musa,IR,25.875700,55.033001
BUZ,OIBB,Bushehr Airport,Bushehr,IR,28.944799,50.834599
KNR,OIBJ,Jam Airport,Jam,IR,27.820499,52.352200
KIH,OIBK,Kish International Airport,Kish Island,IR,26.525427,53.980462
BDH,OIBL,Bandar Lengeh International Airport,Bandar Lengeh,IR,26.532283,54.824840
PGU,OIBP,Persian Gulf International Airport,Khiyaroo,IR,27.379601,52.737701
KHK,OIBQ,Khark Airport,Khark,IR,29.260503,50.322193
SXI,OIBS,Siri Airport,Siri,IR,25.908899,54.539398
LVP,OIBV,Lavan Airport,Lavan Airport,IR,26.810742,53.354302
KSH,OICC,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,34.345901,47.158100
IIL,OICI,Ilam Airport,Ilam,IR,33.586601,46.404800
KHD,OICK,Khoram Abad Airport,,IR,33.435398,48.282902
SDG,OICS,Sanandaj Airport,,IR,35.245899,47.009201
KKS,OIFK,Kashan Airport,Kashan,IR,33.895302,51.577000
IFN,OIFM,Isfahan Shahid Beheshti International Airport,Isfahan,IR,32.755142,51.883877
,OIFP,Badr Air Base,Esfahan,IR,32.621101,51.696999
CQD,OIFS,Shahrekord Airport,Shahrekord,IR,32.297199,50.842201
RAS,OIGG,Sardar-e-Jangal Airport,Rasht,IR,37.323333,49.617778
HDM,OIHH,Hamadan Airport,Hamadan,IR,34.866416,48.560690
NUJ,OIHS,Nojeh Air Base,Amirabad,IR,35.211601,48.653400
IKA,OIIE,Imam Khomeini International Airport,Tehran,IR,35.416100,51.152199
THR,OIII,Mehrabad International Airport,Tehran,IR,35.689175,51.314392
GZW,OIIK,Qazvin Airport,Qazvin,IR,36.240101,50.047100
PYK,OIIP,Payam International Airport,Karaj,IR,35.776100,50.826698
BND,OIKB,Bandar Abbas International Airport,Bandar Abbas,IR,27.218300,56.377800
JYR,OIKJ,Jiroft Airport,Jiroft,IR,28.723519,57.675037
KER,OIKK,Ayatollah Hashemi Rafsanjani International Airport,Kerman,IR,30.271276,56.949692
BXR,OIKM,Bam Airport,Bam,IR,29.084200,58.450001
GSM,OIKQ,Qeshm International Airport,Qeshm(Dayrestan),IR,26.754639,55.902353
RJN,OIKR,Rafsanjan Airport,Rafsanjan,IR,30.298345,56.048979
SYJ,OIKY,Sirjan Airport,Sirjan,IR,29.550900,55.672699
XBJ,OIMB,Birjand International Airport,Birjand,IR,32.896525,59.281258
CKT,OIMC,Sarakhs Airport,Sarakhs,IR,36.501202,61.064899
MHD,OIMM,Mashhad International Airport,Mashhad,IR,36.234821,59.642949
BJB,OIMN,Bojnord Airport,Bojnord,IR,37.493000,57.308201
AFZ,OIMS,Sabzevar National Airport,Sabzevar,IR,36.168098,57.595200
TCX,OIMT,Tabas Airport,Tabas,IR,33.667801,56.892700
GBT,OING,Gorgan Airport,Gorgan,IR,36.909401,54.401299
NSH,OINN,Nowshahr Airport,Nowshahr,IR,36.664286,51.462730
RZR,OINR,Ramsar Airport,Ramsar,IR,36.907010,50.687316
SRY,OINZ,Sari Dasht-e Naz International Airport,Sari,IR,36.644408,53.188761
FAZ,OISF,Fasa Airport,Fasa,IR,28.891800,53.723301
LRR,OISL,Lar Airport,Lar,IR,27.674700,54.383301
LFM,OISR,Lamerd Airport,Lamerd,IR,27.372700,53.188801
SYZ,OISS,Shiraz Shahid Dastghaib International Airport,Shiraz,IR,29.539200,52.589802
YES,OISY,Yasuj Airport,Yasuj,IR,30.702238,51.542988
ADU,OITL,Ardabil Airport,Ardabil,IR,38.325699,48.424400
OMH,OITR,Urmia Airport,Urmia,IR,37.668098,45.068699
TBZ,OITT,Tabriz International Airport,Tabriz,IR,38.133900,46.235001
IMQ,OITU,Maku National Airport,Showt,IR,39.191293,44.928505
JWN,OITZ,Zanjan Airport,Zanjan,IR,36.773701,48.359402
AZD,OIYY,Shahid Sadooghi Airport,Yazd,IR,31.904900,54.276501
ACZ,OIZB,Zabol Airport,Zabol,IR,31.098301,61.543900
ZBR,OIZC,Chabahar Konarak International Airport,Konarak,IR,25.443190,60.382167
ZAH,OIZH,Zahedan International Airport,Zahedan,IR,29.475700,60.906200
IHR,OIZI,Iranshahr Airport,Iranshahr,IR,27.236099,60.720001
AMM,OJAI,Queen Alia International Airport,Amman,JO,31.722601,35.993198
ADJ,OJAM,Marka International (Amman Civil) Airport,Amman,JO,31.972700,35.991600
AQJ,OJAQ,King Hussein International Airport,Aqaba,JO,29.611601,35.018101
,OJMS,Muwaffaq Salti Air Base,Al Azraq,JO,31.825600,36.782001
XIJ,OKAJ,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,KW,28.934799,47.791901
,OKAS,Ali Al Salem Air Base,Al Damaikhi,KW,29.346905,47.520118
KWI,OKKK,Kuwait International Airport,Kuwait City,KW,29.224487,47.969813
BEY,OLBA,Beirut Rafic Hariri International Airport,Beirut,LB,33.819833,35.487443
KYE,OLKA,Rene Mouawad Air Base,Tripoli,LB,34.589298,36.011299
,OLRA,Rayak Air Base,Rayak,LB,33.850800,35.987701
DQM,OM-0003,Duqm International Airport,Duqm,OM,19.501944,57.634167
MNH,OM-0004,Mussanah Airport,Al Masna'ah,OM,23.640556,57.487500
,OM-0007,Ras al Hadd Airport,Ras ar Ruays,OM,22.256910,59.740670
AUH,OMAA,Zayed International Airport,Abu Dhabi,AE,24.440966,54.649237
AZI,OMAD,Al Bateen Executive Airport,Abu Dhabi,AE,24.427062,54.459866
AAN,OMAL,Al Ain International Airport,Al Ain,AE,24.261700,55.609200
DHF,OMAM,Al Dhafra Air Base,,AE,24.248199,54.547699
XSB,OMBY,Sir Bani Yas Airport,Sir Bani Yas,AE,24.283611,52.580278
DXB,OMDB,Dubai International Airport,Dubai,AE,25.249790,55.370992
NHD,OMDM,Al Minhad Air Base,Dubai,AE,25.026800,55.366199
DWC,OMDW,Al Maktoum International Airport,Dubai(Jebel Ali),AE,24.896171,55.162350
FJR,OMFJ,Fujairah International Airport,Fujairah,AE,25.108411,56.328061
RKT,OMRK,Ras Al Khaimah International Airport,Ras Al Khaimah,AE,25.613501,55.938801
SHJ,OMSJ,Sharjah International Airport,Sharjah,AE,25.328600,55.517200
KHS,OOKB,Khasab Airport,Khasab,OM,26.171000,56.240601
MSH,OOMA,RAFO Masirah,Masirah,OM,20.675400,58.890499
MCT,OOMS,Muscat International Airport,Muscat/Seeb,OM,23.600218,58.285268
SLL,OOSA,Salalah International Airport,Salalah,OM,17.038700,54.091301
OHS,OOSH,Suhar International Airport,Suhar,OM,24.386040,56.625410
TTH,OOTH,Thumrait Air Base,Thumrait,OM,17.666000,54.024601
,OP12,Shamsi Airfield,Washuk,PK,27.846500,65.160004
BHV,OPBW,Bahawalpur Airport,Bahawalpur,PK,29.348101,71.718002
CJL,OPCH,Chitral Airport,Chitral,PK,35.886213,71.799922
DEA,OPDG,Dera Ghazi Khan Airport,Dera Ghazi Khan,PK,29.961000,70.485901
DSK,OPDI,Dera Ismael Khan Airport [IN-ACTIVE],Dera Ismael Khan,PK,31.909401,70.896599
LYP,OPFA,Faisalabad International Airport,Faisalabad,PK,31.364923,72.995319
GWD,OPGD,New Gwadar International Airport,Gurandani,PK,25.296733,62.498822
GIL,OPGT,Gilgit Airport,Gilgit,PK,35.918800,74.333603
ISB,OPIS,Islamabad International Airport,Attock,PK,33.549000,72.825660
JAG,OPJA,Shahbaz Air Base,Jacobabad,PK,28.284201,68.449699
KHI,OPKC,Jinnah International Airport,Karachi,PK,24.906500,67.160797
LHE,OPLA,Allama Iqbal International Airport,Lahore,PK,31.521601,74.403603
XJM,OPMA,Mangla Airport,Mangla,PK,33.050098,73.638397
MWD,OPMI,Mianwali Air Base,Mianwali,PK,32.563099,71.570702
MJD,OPMJ,Moenjodaro Airport,Moenjodaro,PK,27.335199,68.143097
,OPMR,Masroor Air Base,Karachi,PK,24.893600,66.938797
ATG,OPMS,Minhas Air Base,Kamra,PK,33.869099,72.400902
MUX,OPMT,Multan International Airport,Multan,PK,30.203199,71.419098
WNS,OPNH,Shaheed Benazirabad Airport,Nawabashah,PK,26.219400,68.390099
PJG,OPPG,Panjgur Airport,Panjgur,PK,26.954500,64.132500
PSI,OPPI,Pasni Airport,Pasni,PK,25.290501,63.345100
PEW,OPPS,Bacha Khan International Airport,Peshawar,PK,33.993900,71.514603
UET,OPQT,Quetta International Airport,Quetta,PK,30.251400,66.937798
RYK,OPRK,Shaikh Zaid Airport,Rahim Yar Khan,PK,28.383900,70.279602
,OPRN,PAF Base Nur Khan (Benazir Bhutto International Airport),Rawalpindi,PK,33.616699,73.099197
,OPRQ,Rafiqui Air Base,Shorkot,PK,30.758101,72.282501
,OPRS,Risalpur Air Base,Risalpur,PK,34.081100,71.972603
RAZ,OPRT,Rawalakot Airport,Rawalakot,PK,33.849701,73.798103
KDU,OPSD,Skardu International Airport,Skardu,PK,35.338660,75.538648
,OPSF,Faisal Air Base,Karachi,PK,24.874201,67.118500
SKZ,OPSK,Begum Nusrat Bhutto International Airport Sukkur,Sukkur,PK,27.722000,68.791702
SYW,OPSN,Sehwan Sharif Airport,Sehwan Sharif,PK,26.473101,67.717201
SGI,OPSR,Mushaf Air Base,Sargodha,PK,32.048599,72.665001
SDT,OPSS,Saidu Sharif Airport,Saidu Sharif,PK,34.813599,72.352798
SKT,OPST,Sialkot International Airport,Sialkot,PK,32.535941,74.364623
SUL,OPSU,Sui Airport,Sui,PK,28.645100,69.176903
TUK,OPTU,Turbat International Airport,Turbat,PK,25.984767,63.028856
PZH,OPZB,Zhob Airport,Fort Sandeman,PK,31.358400,69.463600
IQA,ORAA,Al Asad Air Base,Hīt,IQ,33.785599,42.441200
TQD,ORAT,Al Taqaddum Air Base,Al Habbaniyah,IQ,33.338100,43.597099
,ORBD,Balad Southeast Airport / Joint Base Balad,Al Bakr,IQ,33.940201,44.361599
BGW,ORBI,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,33.262501,44.234600
OSM,ORBM,Mosul International Airport,Mosul,IQ,36.305801,43.147400
EBL,ORER,Erbil International Airport,Arbil,IQ,36.236047,43.946615
KIK,ORKK,Kirkuk International Airport,Kirkuk,IQ,35.469501,44.348900
BSR,ORMM,Basra International Airport,Basra,IQ,30.549101,47.662102
NJF,ORNI,Al Najaf International Airport,Najaf,IQ,31.991116,44.405019
RQW,ORQW,Qayyarah West Airport,Qayyarah,IQ,35.767200,43.125099
,ORSH,Al Sahra Army Air Field,Tikrit,IQ,34.673199,43.542999
ISU,ORSU,Jalal Talabani International Airport,Sulaymaniyah,IQ,35.560487,45.315137
,ORTF,Tall Afar Army Air Field,Tall Afar,IQ,36.283100,42.403000
,ORTI,Al Taji Army Air Field,Taji,IQ,33.523899,44.256699
XNH,ORTL,Ali Air Base,Nasiriyah,IQ,30.935801,46.090099
,ORUB,Ubaydah Bin Al Jarrah Airport,Al Kut,IQ,32.481998,45.757099
,OS57,Abu ad Duhur Air Base,Abu ad Duhur,SY,35.732201,37.104198
,OS64,An Nasiriyah Air Base,,SY,33.918999,36.866600
,OS69,Khalkhalah Air Base,Buraq,SY,33.077301,36.558208
,OS70,Al Qusayr Air Base,Al-Qusayr,SY,34.569099,36.572800
ALP,OSAP,Aleppo International Airport,Aleppo,SY,36.181262,37.226869
DAM,OSDI,Damascus International Airport,Damascus,SY,33.411499,36.515598
DEZ,OSDZ,Deir ez-Zor Airport,Deir ez-Zor,SY,35.285400,40.175999
KAC,OSKL,Qamishli International Airport,Qamishli,SY,37.020599,41.191399
LTK,OSLK,Latakia International Airport,Latakia,SY,35.401100,35.948700
PMS,OSPR,Palmyra Airport,Tadmur,SY,34.557400,38.316898
DIA,OTBD,Doha International Airport,Doha,QA,25.259431,51.565528
XJD,OTBH,Al Udeid Air Base,Ar Rayyan,QA,25.117300,51.314999
DOH,OTHH,Hamad International Airport,Doha,QA,25.273056,51.608056
,OY74,Al Anad Air Base,Al Anad,YE,13.174700,44.765099
ADE,OYAA,Aden International Airport,Aden,YE,12.829564,45.029976
AXK,OYAT,Ataq Airport,Ataq,YE,14.551300,46.826199
AAY,OYGD,Al Ghaydah International Airport,Al Ghaydah,YE,16.193341,52.174186
,OYHD,Hodeida International Airport,Hodeida,YE,14.752039,42.975969
RIY,OYRN,Riyan International Airport,Mukalla(Riyan),YE,14.662241,49.375289
SAH,OYSN,Sanaa International Airport,Sanaa,YE,15.476300,44.219700
SCT,OYSQ,Socotra Airport,Mori,YE,12.632093,53.906173
GXF,OYSY,Seiyun Hadhramaut International Airport,Seiyun,YE,15.965887,48.788146
TAI,OYTZ,Taiz International Airport,Taiz,YE,13.686000,44.139099
PAQ,PAAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,US,61.594898,-149.089010
BTI,PABA,Barter Island Long Range Radar Station Airport,Barter Island,US,70.134003,-143.582001
BET,PABE,Bethel Airport,Bethel,US,60.779800,-161.837997
BIG,PABI,Allen Army Airfield,Delta Junction Ft Greely,US,63.994499,-145.722000
BRW,PABR,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,71.285402,-156.766008
,PABV,Birchwood Airport,Birchwood,US,61.416500,-149.507004
CDB,PACD,Cold Bay Airport,Cold Bay,US,55.207871,-162.725029
,PACL,Clear Airport,Clear,US,64.299738,-149.117432
CDV,PACV,Merle K (Mudhole) Smith Airport,Cordova,US,60.491798,-145.477997
CZF,PACZ,Cape Romanzof LRRS Airport,Cape Romanzof,US,61.780300,-166.039002
DRG,PADE,Deering Airport,Deering,US,66.068901,-162.766914
ADK,PADK,Adak Airport,Adak,US,51.883564,-176.642783
DLG,PADL,Dillingham Airport,Dillingham,US,59.044701,-158.505005
ADQ,PADQ,Kodiak Airport,Kodiak,US,57.750000,-152.494003
DUT,PADU,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,53.898810,-166.544996
EDF,PAED,Elmendorf Air Force Base,Anchorage,US,61.251709,-149.807097
EHM,PAEH,Cape Newenham LRRS Airport,Cape Newenham,US,58.646400,-162.063004
EIL,PAEI,Eielson Air Force Base,Fairbanks,US,64.665703,-147.102005
EMK,PAEM,Emmonak Airport,Emmonak,US,62.786098,-164.490997
ENA,PAEN,Kenai Municipal Airport,Kenai,US,60.570946,-151.245174
FAI,PAFA,Fairbanks International Airport,Fairbanks,US,64.815102,-147.856003
FBK,PAFB,Ladd Army Airfield,Fairbanks,US,64.837502,-147.613998
,PAFE,Kake Airport,Kake,US,56.961312,-133.910202
ABL,PAFM,Ambler Airport,Ambler,US,67.105529,-157.855339
GAL,PAGA,Edward G. Pitka Sr Airport,Galena,US,64.736198,-156.936997
GKN,PAGK,Gulkana Airport,Gulkana,US,62.155859,-145.454662
GAM,PAGM,Gambell Airport,Gambell,US,63.767694,-171.733303
GST,PAGS,Gustavus Airport,Gustavus,US,58.425301,-135.707001
HCR,PAHC,Holy Cross Airport,Holy Cross,US,62.188301,-159.774994
HSL,PAHL,Huslia Airport,Huslia,US,65.697899,-156.350998
HNS,PAHN,Haines Airport,Haines,US,59.243921,-135.523925
HOM,PAHO,Homer Airport,Homer,US,59.644456,-151.479235
EGX,PAII,Egegik Airport,Egegik,US,58.184386,-157.374873
IAN,PAIK,Bob Baker Memorial Airport,Kiana,US,66.976128,-160.439014
ILI,PAIL,Iliamna Airport,Iliamna,US,59.754398,-154.910996
UTO,PAIM,Indian Mountain LRRS Airport,Utopia Creek,US,65.992798,-153.703995
JNU,PAJN,Juneau International Airport,Juneau,US,58.354935,-134.574416
AKN,PAKN,King Salmon Airport,King Salmon,US,58.677845,-156.651965
AKP,PAKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,68.133598,-151.742996
KTN,PAKT,Ketchikan International Airport,Ketchikan,US,55.355598,-131.714004
KLW,PAKW,Klawock Airport,Klawock,US,55.579201,-133.076004
LUR,PALU,Cape Lisburne LRRS Airport,Cape Lisburne,US,68.875099,-166.110001
MCG,PAMC,McGrath Airport,McGrath,US,62.952900,-155.606003
MRI,PAMR,Merrill Field,Anchorage,US,61.212792,-149.843988
MYU,PAMY,Mekoryuk Airport,Mekoryuk,US,60.372338,-166.269751
ANC,PANC,Ted Stevens Anchorage International Airport,Anchorage,US,61.179004,-149.992561
ANI,PANI,Aniak Airport,Aniak,US,61.581600,-159.542999
ENN,PANN,Nenana Municipal Airport,Nenana,US,64.548772,-149.074516
ANN,PANT,Annette Island Airport,Metlakatla,US,55.037663,-131.572609
ANV,PANV,Anvik Airport,Anvik,US,62.646702,-160.190994
OME,PAOM,Nome Airport,Nome,US,64.512199,-165.445007
ORT,PAOR,Northway Airport,Northway,US,62.961300,-141.929001
OTZ,PAOT,Ralph Wien Memorial Airport,Kotzebue,US,66.884697,-162.598999
STG,PAPB,St George Airport,St George,US,56.577345,-169.663823
KPC,PAPC,Port Clarence Coast Guard Station,Port Clarence,US,65.253700,-166.858994
PSG,PAPG,Petersburg James A Johnson Airport,Petersburg,US,56.801701,-132.945007
PTH,PAPH,Port Heiden Airport,Port Heiden,US,56.957893,-158.630219
PTU,PAPM,Platinum Airport,Platinum,US,59.017675,-161.827927
NUI,PAQT,Nuiqsut Airport,Nuiqsut,US,70.209999,-151.005998
ARC,PARC,Arctic Village Airport,Arctic Village,US,68.114700,-145.578995
RBY,PARY,Ruby Airport,Ruby,US,64.727203,-155.470001
SVA,PASA,Savoonga Airport,Savoonga,US,63.686401,-170.492996
SCC,PASC,Deadhorse Airport,Deadhorse,US,70.194702,-148.464996
SDP,PASD,Sand Point Airport,Sand Point,US,55.313908,-160.522099
SIT,PASI,Sitka Rocky Gutierrez Airport,Sitka,US,57.047100,-135.362000
SNP,PASN,St Paul Island Airport,St Paul Island,US,57.166311,-170.222555
SVW,PASV,Sparrevohn LRRS Airport,Sparrevohn,US,61.097401,-155.574005
SXQ,PASX,Soldotna Airport,Soldotna,US,60.474935,-151.038471
SYA,PASY,Eareckson Air Station,Shemya,US,52.712299,174.113998
TKA,PATK,Talkeetna Airport,Talkeetna,US,62.320499,-150.093994
TLJ,PATL,Tatalina LRRS Airport,Takotna,US,62.894402,-155.977005
ATK,PATQ,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,70.467040,-157.436013
UNK,PAUN,Unalakleet Airport,Unalakleet,US,63.888401,-160.798996
VDZ,PAVD,Valdez Pioneer Field,Valdez,US,61.132712,-146.246567
SWD,PAWD,Seward Airport,Seward,US,60.130478,-149.418612
WRG,PAWG,Wrangell Airport,Wrangell,US,56.484299,-132.369995
AIN,PAWI,Wainwright Airport,Wainwright,US,70.638000,-159.994995
WWA,PAWS,Wasilla Airport,Wasilla,US,61.571701,-149.539993
YAK,PAYA,Yakutat Airport,Yakutat,US,59.508717,-139.660435
CIS,PCIS,Canton Island Airport,Abariringa,KI,-2.768120,-171.710007
FYU,PFYU,Fort Yukon Airport,Fort Yukon,US,66.571651,-145.249987
ROP,PGRO,Rota International Airport,Rota Island,MP,14.173267,145.241103
SPN,PGSN,Saipan International Airport,"I Fadang, Saipan",MP,15.119384,145.728848
UAM,PGUA,Andersen Air Force Base,Yigo,GU,13.584000,144.929998
GUM,PGUM,Antonio B. Won Pat International Airport,Hagåtña,GU,13.485000,144.797282
TIQ,PGWT,Francisco Manglona Borja / Tinian International Airport,Tinian Island,MP,14.999207,145.619355
,PH-0462,Central Mindanao Airport,M'lang,PH,6.912290,124.924460
BKH,PHBK,Barking Sands Airport,Kekaha,US,22.022800,-159.785004
HNM,PHHN,Hana Airport,Hana,US,20.795601,-156.014008
,PHIK,Hickam Air Force Base,Honolulu,US,21.335278,-157.948333
JHM,PHJH,Kapalua Airport,Lahaina,US,20.962900,-156.673004
JRF,PHJR,Kalaeloa Airport,Kapolei,US,21.307400,-158.070009
KOA,PHKO,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US,19.738783,-156.045603
LIH,PHLI,Lihue Airport,"Lihue, Kauai",US,21.974393,-159.337146
MKK,PHMK,Molokai Airport,Kaunakakai,US,21.152901,-157.095993
MUE,PHMU,Waimea Kohala Airport,Waimea (Kamuela),US,20.001301,-155.667999
NGF,PHNG,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,US,21.450500,-157.768005
HNL,PHNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US,21.318387,-157.925670
LNY,PHNY,Lanai Airport,Lanai City,US,20.785675,-156.951324
OGG,PHOG,Kahului International Airport,Kahului,US,20.896263,-156.431837
ITO,PHTO,Hilo International Airport,Hilo,US,19.721350,-155.045428
,PK-0092,Mai Bakhtawar International Airport,Islamkot,PK,24.846862,70.096109
MAJ,PKMJ,Marshall Islands International Airport,Majuro Atoll,MH,7.065110,171.271656
KWA,PKWA,Bucholz Army Air Field,Kwajalein,MH,8.720120,167.731995
CXI,PLCH,Cassidy International Airport,Kiritimati,KI,1.986278,-157.350011
MDY,PMDY,Henderson Field,Sand Island,UM,28.201700,-177.380997
PIZ,PPIZ,Point Lay LRRS Airport,Point Lay,US,69.732903,-163.005005
TKK,PTKK,Chuuk International Airport,Weno Island,FM,7.461870,151.843002
PNI,PTPN,Pohnpei International Airport,Pohnpei Island,FM,6.985082,158.209920
ROR,PTRO,Roman Tmetuchl International Airport,Babelthuap Island,PW,7.366965,134.544085
KSA,PTSA,Kosrae International Airport,Okat,FM,5.356980,162.957993
YAP,PTYA,Yap International Airport,Yap Island,FM,9.498910,138.082993
AWK,PWAK,Wake Island Airfield,Wake Island,UM,19.282437,166.636637
,PY-0002,Aeropuerto Nacional de Coronel Oviedo,Coronel Oviedo,PY,-25.517347,-56.406555
,PY-0043,"Base de la Fuerza Aérea Paraguaya ""Mayor Infante Rivarola""",Mayor Infante Rivarola,PY,-21.680442,-62.396400
,RCAY,Gangshan Air Force Base,Kaohsiung (Gangshan),TW,22.782499,120.263000
KNH,RCBS,Kinmen Airport,Shang-I,TW,24.427900,118.359001
,RCDC,Pingtung Air Force Base,Pingtung,TW,22.672579,120.461712
LZN,RCFG,Matsu Nangan Airport,Matsu (Nangan),TW,26.159656,119.958376
TTT,RCFN,Taitung Airport,Taitung City,TW,22.754856,121.101794
KHH,RCKH,Kaohsiung International Airport,Kaohsiung (Xiaogang),TW,22.577101,120.349998
CYI,RCKU,Chiayi Airport,Shuishang,TW,23.462577,120.390544
HCN,RCKW,Hengchun Airport,Hengchun,TW,22.041100,120.730003
KYD,RCLY,Lanyu Airport,Orchid Island,TW,22.027000,121.535004
RMQ,RCMQ,Taichung International Airport / Ching Chuang Kang Air Base,Taichung (Qingshui),TW,24.264700,120.621002
MFK,RCMT,Matsu Beigan Airport,Matsu (Beigan),TW,26.224140,120.002679
TNN,RCNN,Tainan International Airport / Tainan Air Base,Tainan (Rende),TW,22.950399,120.206001
HSZ,RCPO,Hsinchu Air Base,Hsinchu City,TW,24.818001,120.939003
MZG,RCQC,Penghu Magong Airport,Huxi,TW,23.568701,119.627998
,RCQS,Chihhang Air Base,Taitung City,TW,22.793100,121.181999
,RCSQ,Pingtung Air Force Base North,Pingtung,TW,22.700199,120.482002
TSA,RCSS,Taipei Songshan International Airport,Taipei (Songshan),TW,25.067244,121.552822
TPE,RCTP,Taiwan Taoyuan International Airport,Taoyuan,TW,25.077700,121.233002
